uid,createDate,startTime,endTime,cpu_num,mem,gpu_num,worker_num
13b0162c-5df9-4fca-a7d4-69c69d7d097f,1728304932,1728304935,1728304956,64m,448Mi,8,1
13b0162c-5df9-4fca-a7d4-69c69d7d097f,1728304932,1728304935,1728304956,64m,448Mi,8,1
4a3dbfc7-e1c2-4495-961e-5a6e9c8a6e0a,1728304907,1728304910,1728304964,32m,320Mi,8,1
4a3dbfc7-e1c2-4495-961e-5a6e9c8a6e0a,1728304907,1728304910,1728304964,32m,320Mi,8,1
4a3dbfc7-e1c2-4495-961e-5a6e9c8a6e0a,1728304907,1728304910,1728304964,32m,320Mi,8,1
dd755be4-0340-4c98-a710-f0c3f933364a,1728304842,1728304844,1728304971,64m,448Mi,8,1
dd755be4-0340-4c98-a710-f0c3f933364a,1728304842,1728304844,1728304971,64m,448Mi,8,1
dd755be4-0340-4c98-a710-f0c3f933364a,1728304842,1728304844,1728304971,64m,448Mi,8,1
aabb358e-1e53-4bbe-9046-2129b351d186,1728304983,1728304986,1728305001,32m,320Mi,4,1
aabb358e-1e53-4bbe-9046-2129b351d186,1728304983,1728304986,1728305001,32m,320Mi,4,1
aabb358e-1e53-4bbe-9046-2129b351d186,1728304983,1728304986,1728305001,32m,320Mi,4,1
bdf65168-a3a4-4cac-a840-b99b78e1cac8,1728304948,1728304951,1728305005,64m,896Mi,8,2
bdf65168-a3a4-4cac-a840-b99b78e1cac8,1728304948,1728304951,1728305005,64m,896Mi,8,2
bdf65168-a3a4-4cac-a840-b99b78e1cac8,1728304948,1728304951,1728305005,64m,896Mi,8,2
b97a9b00-90fa-4c67-b1ae-78f6b7080605,1728304999,1728305002,1728305006,32m,320Mi,4,1
b97a9b00-90fa-4c67-b1ae-78f6b7080605,1728304999,1728305002,1728305006,32m,320Mi,4,1
b97a9b00-90fa-4c67-b1ae-78f6b7080605,1728304999,1728305002,1728305006,32m,320Mi,4,1
efd8a60d-79e1-4bfc-b870-11df346e2a5e,1728305001,1728305003,1728305007,32m,320Mi,8,1
efd8a60d-79e1-4bfc-b870-11df346e2a5e,1728305001,1728305003,1728305007,32m,320Mi,8,1
efd8a60d-79e1-4bfc-b870-11df346e2a5e,1728305001,1728305003,1728305007,32m,320Mi,8,1
561aacfe-b39a-4f55-9cd2-eaddd54805cd,1728305004,1728305007,1728305009,32m,320Mi,4,1
561aacfe-b39a-4f55-9cd2-eaddd54805cd,1728305004,1728305007,1728305009,32m,320Mi,4,1
561aacfe-b39a-4f55-9cd2-eaddd54805cd,1728305004,1728305007,1728305009,32m,320Mi,4,1
ae4291f1-71a6-4d39-83f9-bb2d0db485c9,1728305003,1728305006,1728305010,64m,896Mi,8,2
ae4291f1-71a6-4d39-83f9-bb2d0db485c9,1728305003,1728305006,1728305010,64m,896Mi,8,2
ae4291f1-71a6-4d39-83f9-bb2d0db485c9,1728305003,1728305006,1728305010,64m,896Mi,8,2
242d4654-1f92-4af4-b24b-30d6b744254a,1728305013,1728305016,1728305017,32m,320Mi,4,1
242d4654-1f92-4af4-b24b-30d6b744254a,1728305013,1728305016,1728305017,32m,320Mi,4,1
242d4654-1f92-4af4-b24b-30d6b744254a,1728305013,1728305016,1728305017,32m,320Mi,4,1
835a3708-ab82-42c9-985e-8519228d9b4d,1728304975,1728304977,1728305026,64m,448Mi,8,1
835a3708-ab82-42c9-985e-8519228d9b4d,1728304975,1728304977,1728305026,64m,448Mi,8,1
835a3708-ab82-42c9-985e-8519228d9b4d,1728304975,1728304977,1728305026,64m,448Mi,8,1
64f02dd9-346d-490b-bce3-ca3148620d28,1728305021,1728305024,1728305038,32m,320Mi,4,1
64f02dd9-346d-490b-bce3-ca3148620d28,1728305021,1728305024,1728305038,32m,320Mi,4,1
64f02dd9-346d-490b-bce3-ca3148620d28,1728305021,1728305024,1728305038,32m,320Mi,4,1
9e51ea2d-14d8-42a8-8e43-31550f7d23d5,1728304894,1728304897,1728305039,64m,448Mi,8,40
9e51ea2d-14d8-42a8-8e43-31550f7d23d5,1728304894,1728304897,1728305039,64m,448Mi,8,40
9e51ea2d-14d8-42a8-8e43-31550f7d23d5,1728304894,1728304897,1728305039,64m,448Mi,8,40
9e51ea2d-14d8-42a8-8e43-31550f7d23d5,1728304894,1728304897,1728305039,64m,448Mi,8,40
